0 0
1 1
2 2
3 3
4 4
5 5
6 6
7 7
8 8
9 9
10 10
11 11
12 12
13 13
14 14
15 15
16 16
17 17
18 18
19 23
20 27
21 35
22 39
23 40
24 19
25 20
26 21
27 22
28 24
29 25
30 26
31 28
32 29
33 30
34 31
35 32
36 33
37 34
38 36
39 37
40 38
41 41
