6	17	33
6	18	9
6	19	63
6	20	6
6	21	13
6	22	3
6	23	8
6	24	15
6	25	37
6	26	16
6	27	55
6	28	30
6	29	9
6	30	1
6	31	18
6	32	11
6	33	10
6	34	7
6	35	18
6	36	9
6	37	4
6	38	4
6	39	7
6	40	5
6	41	8
7	8	187
7	9	289
7	10	179
7	11	237
7	12	106
7	13	73
7	14	84
7	15	98
7	16	221
7	17	27
7	18	13
7	19	41
7	21	11
7	22	2
7	23	9
7	24	12
7	25	27
7	26	14
7	27	29
7	28	14
7	29	8
7	30	4
7	31	12
7	32	7
7	33	12
7	34	6
7	35	9
7	36	8
7	37	5
7	38	3
7	39	8
7	41	3
8	9	204
8	10	132
8	11	165
8	12	75
8	13	59
8	14	79
8	15	94
8	16	161
8	17	18
8	18	4
8	19	28
8	20	4
8	21	9
8	22	1
8	23	3
8	24	11
8	25	22
8	26	9
8	27	27
8	28	10
8	29	4
8	30	1
8	31	9
8	32	5
8	33	10
8	34	4
8	35	10
8	36	4
8	37	4
8	38	1
8	39	4
8	40	2
8	41	8
9	10	239
9	11	287
9	12	110
9	13	97
9	14	98
9	15	143
9	16	243
9	17	35
9	18	9
9	19	41
9	20	5
9	21	15
9	22	3
9	23	12
9	24	21
9	25	39
9	26	12
9	27	38
9	28	21
9	29	13
9	30	2
9	31	9
9	32	10
9	33	18
9	34	6
9	35	20
9	36	9
9	37	3
9	38	8
9	39	10
9	40	5
9	41	10
10	11	184
10	12	67
10	13	63
10	14	99
10	15	91
10	16	172
10	17	19
10	18	7
10	19	58
10	20	3
10	21	13
10	22	3
10	23	7
10	24	7
10	25	36
10	26	12
10	27	24
10	28	12
10	29	5
10	30	4
10	31	7
10	32	4
10	33	8
10	34	4
10	35	9
10	36	7
10	37	5
10	38	1
10	39	6
10	40	6
10	41	3
11	12	88
11	13	76
11	14	96
11	15	124
11	16	204
11	17	21
11	18	8
11	19	40
11	20	5
11	21	16
11	22	2
11	23	9
11	24	16
11	25	27
11	26	14
11	27	28
11	28	14
11	29	6
11	30	3
11	31	9
11	32	11
11	33	11
11	34	6
11	35	15
11	36	3
11	37	3
11	38	5
11	39	5
11	40	4
11	41	4
12	13	21
12	14	33
12	15	51
12	16	106
12	17	14
12	18	4
12	19	18
12	21	3
12	22	7
12	23	1
12	24	5
12	25	7
12	26	5
12	27	17
12	28	7
12	29	4
12	30	2
12	31	6
12	32	1
12	33	4
12	34	1
12	35	8
12	36	1
12	37	2
12	39	1
12	40	2
12	41	4
13	14	34
13	15	31
13	16	81
13	17	4
13	18	4
13	19	13
13	20	1
13	21	5
13	22	3
13	23	2
13	24	7
13	25	16
13	26	11
13	27	14
13	28	7
13	29	2
13	31	3
13	32	3
13	33	6
13	34	3
13	35	7
13	36	2
13	38	2
13	39	4
13	41	4
14	15	48
14	16	83
14	17	6
14	18	3
14	19	23
14	20	1
14	21	4
14	22	1
14	23	4
14	24	4
14	25	11
14	26	5
14	27	17
14	28	7
14	29	2
14	31	3
14	32	1
14	33	3
14	34	2
14	35	4
14	36	4
14	37	2
14	38	1
14	39	2
14	40	1
14	41	2
15	16	100
15	17	17
15	18	1
15	19	17
15	20	2
15	21	6
15	22	4
15	23	6
15	24	3
15	25	16
15	26	3
15	27	20
15	28	11
15	29	3
15	30	1
15	31	5
15	32	5
15	33	7
15	35	5
15	36	3
15	37	4
15	38	2
15	39	2
15	40	2
15	41	6
16	17	19
16	18	6
16	19	45
16	20	4
16	21	15
16	22	3
16	23	3
16	24	11
16	25	28
16	26	7
16	27	38
16	28	15
16	29	6
16	30	1
16	31	10
16	32	5
16	33	7
16	35	8
16	36	5
16	37	5
16	38	5
16	39	5
16	40	6
16	41	9
17	18	2
17	19	1
17	22	2
17	23	1
17	24	4
17	25	5
17	27	2
17	28	1
17	29	5
17	31	3
17	32	1
17	35	2
17	37	3
17	38	1
17	39	1
18	19	3
18	25	1
18	29	1
18	33	1
18	41	1
19	21	3
19	22	1
19	23	1
19	28	5
19	29	1
19	30	1
19	31	3
19	32	1
19	34	3
19	35	2
19	36	2
19	37	1
19	38	1
19	39	2
19	40	2
19	41	5
20	35	1
24	19	2
24	21	2
24	25	1
24	27	3
24	36	3
25	19	5
25	20	1
25	21	1
25	23	1
25	27	7
25	28	2
25	32	4
25	34	1
25	36	1
25	39	3
25	40	1
26	19	1
26	20	1
26	27	1
26	28	1
27	19	13
27	21	1
27	22	2
27	23	1
27	28	2
27	29	1
27	30	1
27	32	3
27	33	2
27	35	8
27	36	3
27	39	1
27	41	2
28	21	1
28	22	2
28	23	2
28	31	1
28	32	1
28	35	2
28	36	1
28	37	1
28	38	1
28	39	1
28	41	1
29	30	1
29	31	1
29	33	1
29	41	1
30	32	1
30	33	1
30	37	1
31	21	1
31	32	2
32	21	1
32	38	1
33	22	1
34	21	2
34	37	1
34	41	1
35	21	3
35	36	1
35	41	2
36	38	1
37	23	1
39	40	1
